mrkl_shop_id;shop_name;business_name;identification_number;first_names;last_names;email;address;address_ref;phone;phone_secondary;logo;branch;web_site;description;UNIDAD DE NEGOCIO;DIVISI�N;ruc;created_at;trade_name;state
3574;CORLIMA SAC;CORPORACION DISTRIBUIDORA LIMA S.A.C.;20602010920;Marianela;Cruzalegui D�az;marianela.cruzalegui@corlima.pe;Cal. los Alcanfores Nro. 140 Int. 201;null;991 697 933;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3574;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3574;www.corlima.pe;Somos un proveedor de equipamiento y utensilios gastron�micos especialistas en el rubro, que busca otorgar una soluci�n �ptima a trav�s de un amplio mix de productos y disponibilidad de stock, brindando soluciones adecuadas a las ocasiones de consumo de nuestros clientes.;HOGAR;DECOHOGAR;20602010920;6/18/2021;CORLIMA SAC;Abierta
3575;TaKe A SiT;COLMENARES H�BECK MINA ALEJANDRA;10728702414;Johan;Almeida;johanalmeida@takeasitfriend.com;Calle Roma 137 Dpto 202;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3575;null;null;null;NUEVOS NEGOCIOS;OTRAS CATEGORIAS;10728702414;6/18/2021;TaKe A SiT;Abierta
3576;DADACTICOS;MUEBLES AVILA S.A.C.;20535770833;PATRICIA;AVILA JU�REZ;patricia.avila@pucp.pe;CAL.VICTOR ANDR�S BELAUNDE MZA. D 3 LOTE. 26 URB. MICAELA BASTIDAS LIMA - LIMA - PUENTE PIEDRA;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3576;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3576;null;En Dad�cticos te ayudamos a desarrollar las habilidades de tus peque�os, a trav�s de muebles que te ayuden a crear un entorno seguro, que le permita al ni�o �ser un ni�o� y refuerce su amor por aprender. �Bienvenidos al Mundo Dad�cticos! Donde creamos la ilusi�n por aprender.;NUEVOS NEGOCIOS;MEJORAMIENTO DEL HOGAR;20535770833;6/18/2021;DADACTICOS;Abierta
3577;MAS IDEAS PERU;ROJAS ATAHUALPA GUISSELA;10108618944;Guissela;Rojas;guissela.rojas14@gmail.com;Jr 12 de Julio 185 -187;Piso 1;955335749;986620758;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3577;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3577;www.masideasperu.com;Somos una Empresa Innovadora que se dedica a dise�ar y fabricar Muebles Funcionales y Did�cticos para Ni�os y J�venes. Nuestra Propuesta es original, bas�ndonos en brindar seguridad , comodidad y personalizaci�n en cada uno de nuestros muebles utilizando materiales de alta calidad. *Cada borde de nuestros muebles en posible contacto con sus ni�os es cuidadosamente trabajado con acabado curvo. *Utilizamos Vinil adhesivo para decorar los muebles. El vinil es un material vers�til de tal manera que se puede retirar y cambiar de dise�o o color seg�n se requiera. Nuestros Productos son: � Escritorio Infantil � Escritorios Juveniles � Estantes Organizadores � Libreros � Repisas � Vinilos Decorativos � Entre otros;HOGAR;DECOHOGAR;10108618944;6/18/2021;MAS IDEAS PERU;Abierta
3578;VERTICAL;MARBILA IMPORTACIONES Y SERVICIOS S.A.C.;20602129889;MARCO;BITTRICH;MBITTRICH@MARBILA.COM;CALLE HNOS. QUINTERO 163 SURCO;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3578;null;null;Tienda especializada en productos deportivos para entrenamiento en casa y deportes acu�ticos.;BLANDOS;DEPORTES;20602129889;6/22/2021;VERTICAL;Abierta
3579;MARBILA;MARBILA IMPORTACIONES Y SERVICIOS S.A.C.;20602129889;MARCO;BITTRICH;MBITTRICH@MARBILA.COM;CALLE HNOS. QUINTERO 163 SURCO;null;null;null;null;null;null;null;BLANDOS;DEPORTES;20602129889;6/22/2021;MARBILA;Abierta
3580;MUEBLES CRISOSTOMO;CORPORACION A&E CRISOSTOMO S.A.C.;20606222565;EYSER;CRISOSTOMO SALINAS;eyser.crisa@gmail.com;UCV. 105 LT 03 ZN G HUAYCAN-ATE;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3580;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3580;null;null;HOGAR;DECOHOGAR;20606222565;6/22/2021;MUEBLES CRISOSTOMO;Abierta
3581;NWT SAC;NATIONAL AND WORLD TRADE S.A.C.;20601254698;Roberth J.;Castro Sanabria;comercial@nwt.com.pe;JR. ECHENIQUE 623 OFICINA 606 - MAGDALENA DEL MAR;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3581;null;null;null;NUEVOS NEGOCIOS;CONSUMO MASIVO;20601254698;6/22/2021;NWT SAC;Abierta
3583;LILLYMOOD;Frecia Lilly Perez Calderon;10462750639;Frecia;Perez Calderon;lillymoodfashionsustainable@gmail.com;Calle las moras 386 departamento 301;null;949041527;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3583;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3583;null;Marca de moda sostenible cuyos pilares fusionan tres aspectos de sostenibilidad: materia prima de origen org�nico, dise�o atemporal e impacto social positivo.;BLANDOS;MUJER;10462750639;6/22/2021;LILLYMOOD;Abierta
3584;HOLI;DKS DEL PERU S.A.C.;20607716677;LILIANA;CALVO;LCALVO@DKS.PE;AV. SAN BORJA SUR 1064;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3584;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3584;null;null;NUEVOS NEGOCIOS;CONSUMO MASIVO;20607716677;6/22/2021;HOLI;Abierta
3585;LIMA & AMARE;LIMA Y AMARE S.A.C.;20607397687;Adriana;Torres Cano;adriana_torresc@hotmail.com;CAL.GERMAN GOMEZ SANCHEZ NRO. 136 URB. HUMBOLDT LIMA - LIMA - MIRAFLORES;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3585;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3585;null;Nuestras colecciones muestran una sensaci�n de atemporalidad, mezclando prendas con estilo que integran la versatilidad y comodidad.. Creemos en la producci�n y comercializaci�n consciente y nos esforzamos por ofrecer prendas que tengan una gran historia detr�s.;BLANDOS;MUJER;20607397687;6/22/2021;LIMA & AMARE;Abierta
3586;GASTROEQUIPOS CORP PER�;GASTROEQUIPOS CORP. PERU S.A.C.;20565715403;Mary Ann;Rivera;administracion@gastroequiposperu.com;JR. MANUEL TELLERIA 1380 CERCADO DE LIMA;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3586;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3586;null;Gastroequipos Corp. Per� S.A.C. es una empresa peruana que cuenta con una amplia gama de equipamientos para negocios, el enfoque principal de la empresa es ayudar a sus clientes a generar una fuente de ingresos que los permita crecer como negocios. Gastroequipos importa equipamientos de alta calidad para restaurantes, hoteles, caf�s, juguer�as, pizzer�as, helader�as, comedores, campamentos mineros e industria relacionadas a los alimentos y bebidas.;HOGAR;ELECTROHOGAR;20565715403;6/22/2021;GASTROEQUIPOS CORP PER�;temporal
3587;AQUAMAXX;GASODOMESTICOS S.A.C.;20600608976;Luis Alberto;Guerra Bellina;administracion@gascenter.pe;Av. Jose Pardo Nro. 1179;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3587;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3587;null;En AQUAMAXX nos especializamos en ofrecer artefactos a gas con la mejor asesor�a. Tenemos 20 a�os de experiencia en el mercado que respaldan nuestro compromiso con mejorar la calidad de vida de nuestros clientes. Contamos con productos en la categor�a de termas, secadoras, cocinas y parrillas.;HOGAR;ELECTROHOGAR;20600608976;6/22/2021;AQUAMAXX;Abierta
3589;HANAN PERU;FITO PERU EXPORT IMPORT S.A.C.;20502362853;FITO PERU;EXPORT IMPORT SAC;info@fitoperu.com;AV. SEPARADORA INDUSTRIAL NRO. 864 URB. OLIMPO (CDA 11 AV. LOS QUECHUAS) LIMA - ATE;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3589;null;null;null;NUEVOS NEGOCIOS;CONSUMO MASIVO;20502362853;6/23/2021;HANAN PERU;Abierta
3590;SANANAW;CORPORACION SANANAW S.A.C.;20600928237;ROSANA;PARODI DE LA CUADRA;rochiparodi@yahoo.com;PONTEVEDRA 263 LA ESTANCIA;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3590;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3590;null;Sananaw es una l�nea de cuidado personal creada exclusivamente para la piel sensible. Toda la l�nea es libre de parabenos, sales, siliconas y colorantes. Su f�rmula es inocua y permite el uso de nuestros productos desde reci�n nacidos hasta ancianos.;NUEVOS NEGOCIOS;CONSUMO MASIVO;20600928237;6/23/2021;SANANAW;Abierta
3591;KAMETSA NATURAL;YAMASHIRO NAKAMOTO MAGALY;10477180804;ANDREA;ZAFRA;kametsanatural@gmail.com;CALLE AM�RICO VESPUCIO 389;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3591;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3591;null;El cuidado personal est� presente en el d�a a d�a como un proceso rutinario. En Kametsa Natural buscamos rescatar estos momentos y convertirlos en un ritual de cuidado para conectarnos con nosotras mismas y darnos un espacio de tranquilidad y paz, lejos del estr�s del d�a a d�a. Nuestros productos pueden ser utilizados por separado, o de acuerdo a los rituales que hemos creado especialmente para cada una de ustedes. Han sido formulados y seleccionados de acuerdo a las propiedades de sus componentes, pero tambi�n tomando en cuenta los aromas, texturas y esencia de cada producto;NUEVOS NEGOCIOS;CONSUMO MASIVO;10477180804;6/23/2021;KAMETSA NATURAL;Abierta
3592;EL POZITO;DISTRIBUIDORA EKAMA S.A.;20123110367;DIANA;SALCEDO;VENTAS@ELPOZITO.COM.PE;AV ALVAREZ CALDERON 107;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3592;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3592;null;Vinoteca y Licorer�a El Pozito;NUEVOS NEGOCIOS;CONSUMO MASIVO;20123110367;6/24/2021;EL POZITO;Abierta
3593;KASTPE HOGAR;GRUPO TOMBER S.A.C.;20606202700;NATALIE;KASTNER CAM;NFSKC7@GMAIL.COM;JIRON MARTIN ALONSO DE MEZA 108;null;null;null;null;null;null;null;NUEVOS NEGOCIOS;CONSUMO MASIVO;20606202700;6/24/2021;KASTPE HOGAR;Abierta
3594;LOU BOTANICALS;LOU BOTANICALS & CO S.A.C.;20602404928;Solange;Martinez;solange@loubotanicals.pe;CALLE MANUEL LA FUENTE 562 - SAN ISIDRO;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3594;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3594;null;Somos una marca de productos de belleza y cuidado natural para la piel, elaborados a mano y con insumos 100% org�nicos.En Lou Botanicals & Co., creemos que en la belleza radica en el amor hacia una misma y en el reflejo de un cuidado saludable que puedas brindarle a tu piel y a tu organismo. Es por ello que nos esforzamos, adem�s de crear productos amigables con la piel, en brindar informaci�n sobre los cuidados que debemos tener para llevar un estilo de vida m�s saludable, siendo al mismo tiempo coherentes con el cuidado del medio ambiente, (ECO-amigables y cruelty-free). Sin dejar dejar de agradecer y amar cada detalle que la vida nos ofrece.;BLANDOS;BELLEZA;20602404928;6/24/2021;LOU BOTANICALS;Abierta
3595;BIOCARE;COSMETICA LAB SYS S.A.C.;20566244650;Alejandra;Perez;syscosmeticalab@gmail.com;CALLE MONTE CAOBA MZ J LT 19 INT 101 SANTIAGO DE SURCO;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3595;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3595;null;Tienda especializada en productos para el cuidado de la piel y el cabello.;NUEVOS NEGOCIOS;CONSUMO MASIVO;20566244650;6/25/2021;BIOCARE;Abierta
3596;LANIAK;LANIAK PERU S.A.C.;20600373391;Juan Pablo;Garcia Chipana;laniakperu@gmail.com;CALLE NN3, 102, DPTO.201, URB. LA MAR, PUEBLO LIBRE;null;928359371;994221608;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3596;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3596;null;null;HOGAR;ELECTROHOGAR;20600373391;6/26/2021;LANIAK;Abierta
3597;BIANCA & JACK;CORPORACION KAZUR E.I.R.L.;20607284441;KARIN;ZUAZO RIVERA;ADMINISTRACION@CORPKAZUR.COM;CALLE EL VISITADOR MZ6 LT25 URB ISLA DEL SOL;null;955738576;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3597;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3597;www.biancajack.com;null;BLANDOS;INFANTIL;20607284441;6/26/2021;BIANCA & JACK;Abierta
3598;SWEETIE;GRUPO VITA NOVA S.A.C.;20600758374;RAQUEL;BENAVIDES;contacto@vitanova.pe;VICTOR FAJARDO 160 OF 203 MIRAFLORES;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3598;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3598;null;La historia de Sweetie comienza en los a�os 80s en un taller de costura que nuestra fundadora improvis� en un peque�o espacio libre de su casa. Teniendo como elemento clave para este gran inicio a dos j�venes madres peruanas, que aportaron todo su entusiasmo, pasi�n, perseverancia, amor y alegr�a para crear productos que permitan que la experiencia de criar a nuestros hijos sea la mejor experiencia de nuestras vidas. �M�s de 30 a�os haciendo que mam� y beb� la pasen bien!?;BLANDOS;INFANTIL;20600758374;6/26/2021;SWEETIE;Abierta
3599;MASCOTIFY;MASCOTAS PERUANAS S.A.C.;20606157186;Ariel;Vega;arielvega1974@gmail.com;Av. Juan de Aliaga 436 DTO 202;null;991699320;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3599;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3599;null;Mascotify Pet Shop. Somos una tienda de art�culos para mascotas donde podr�s encontrar todo lo necesario para tu engre�d@. Nos destacamos por un alto nivel de servicio y calidad, velando siempre por la m�xima satisfacci�n de nuestros clientes.;NUEVOS NEGOCIOS;MASCOTAS;20606157186;6/26/2021;MASCOTIFY;Abierta
3600;APUS;DAY OFF S.A.C.;20600876555;GRACIELA;HIDALGO;FACTURACION@DAYOFFPRO.COM;CA. VI�A LARIENA MZ L LT 32 - URB. LOS PARRALES;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3600;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3600;null;null;NUEVOS NEGOCIOS;CONSUMO MASIVO;20600876555;6/26/2021;APUS;Abierta
3601;GLOBAL BEAUTY STORE;GLOBAL BEAUTY CORPORATION LATAM S.A.C.;20605273786;�NGEL;ROJAS;GBCORP.PERU@GMAIL.COM;CAL. INTISUYO 163, URB. S MIGUEL MRGA VII ETP, SAN MIGUEL, LIMA;null;922260927;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3601;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3601;null;Global Beauty Store es una familia que innova para crear y comercializar productos de belleza de gran impacto que nos permita generar una cadena de valor desde el agricultor hasta el cliente final con insumos alto-andinos y amaz�nicos. Nos impulsa el cuidado de la salud utilizando alta tecnolog�a, calidad, seguridad y efectividad basada en ingredientes milenarios de la bio diversidad Peruana. Nuestros productos son elaborados con los m�s altos est�ndares de calidad internacional usando ingredientes milenarios, pero respetando el entorno y las comunidades que nos acogen como desarrolladoras rurales y que conf�an en nosotros. Nuestro equipo tiene como misi�n reducir la brecha de desigualdad de genero para que un grupo de mujeres logren sus sue�os favoreciendo su independencia econ�mica a trav�s de la belleza.;BLANDOS;BELLEZA;20605273786;6/26/2021;GLOBAL BEAUTY STORE;Abierta
3602;SHAKING;SHAKING PERU S.A.C.;20601938201;Silvana;Sanchez;silvana@shakingclub.com;Av Mariategui 865 dpto 26 Jesus Maria;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3602;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3602;null;�Quieres hacer cocteles como un profesional? �Consigue las herramientas que est�n utilizando! Contamos con las mejores herramientas y utensilios de bar, que cuentan con un dise�o intuitivo (si eres un principiante absoluto) pero lo suficientemente duraderos para el uso profesional diario. L�cete con tus amistades preparando tus mejores mezclas con herramientas profesionales de alta calidad y gran dise�o ��como en tus bares preferidos pero en la comodidad de tu casa!;NUEVOS NEGOCIOS;CONSUMO MASIVO;20601938201;6/27/2021;SHAKING;Abierta
3603;JALUCOMMERCE;AREVALO JUSTO ARIANA JAZMIN;10752121210;ARIANA;AREVALO JUSTO;jalucommerce@gmail.com;AV. VENEZUELA 855;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3603;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3603;null;Tienda online de productos exclusivos. Nos enfocamos en la venta e importaci�n de las mejores marcas y modelos para ese publico tan selecto.;HOGAR;ELECTROHOGAR;10752121210;6/27/2021;JALUCOMMERCE;Abierta
3606;INSPIRA;INSPIRA CORP S.A.C.;20600640926;Fressia;Villavicencio;fvillavicencio@inspiracorp.com.pe;AV. COSTANERA 2200 E103;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3606;null;null;Nuestros productos les garantiza un ambiente agradable para su hogar nos diferenciamos de otras empresas por nuestra calidad , nuestros modelos son �nicos y contamos con el servicio de garant�a. Los productos que tenemos son para el hogar en el ambiente de aseo, cocina, sala, dormitorio, etc.;NUEVOS NEGOCIOS;MEJORAMIENTO DEL HOGAR;20600640926;6/27/2021;INSPIRA;Abierta
3607;SOLARY;REQUEJO SOLARY LIZETH ESTEFANY;10709330603;Lizeth Estefany;Requejo Solary;estefanyrequejo@hotmail.com;Calle Tomasal 336- Dpto 303 Torre I;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3607;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3607;null;null;BLANDOS;MUJER;10709330603;6/27/2021;SOLARY;Abierta
3608;STRATA;TRECA S.A.C.;20348525531;RUBI;HUILLCA QUIROZ;RARIES@TRECASAC.COM;AV DEL EJERCITO 250 OFICINA 603 MIRAFLORES;null;null;null;null;null;null;null;BLANDOS;CALZADO;20348525531;6/27/2021;STRATA;temporal
3609;KUYAY;REYCAL COMPANY S.A.C.;20601551951;CAROLINA;LEON SEMINARIO;CLEON@REYCAL.PE;JR. JOSE OLAYA 250;null;null;null;null;null;null;null;NUEVOS NEGOCIOS;CONSUMO MASIVO;20601551951;6/27/2021;KUYAY;Abierta
3610;DON SALAZAR;CAFE GRANO A1 E.I.R.L.;20487263134;Arturo;Mar�n Salazar;donsalazar@donsalazar.com;Av. Universitaria 666 san miguel dpto 301;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3610;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3610;null;null;NUEVOS NEGOCIOS;CONSUMO MASIVO;20487263134;6/28/2021;DON SALAZAR;Abierta
3611;Infinitrade;INFINITRADE E.I.R.L.;20603244525;OSCAR;SALAS;oscar.salas@infiperu.com;CL BOLIVAR 221 OF 11;null;902836632;null;null;null;null;null;NUEVOS NEGOCIOS;CONSUMO MASIVO;20603244525;6/28/2021;Infinitrade;Abierta
3612;YONISTERS CLOTHING;INVERSIONES YONISTER'S E.I.R.L.;20492767451;DYLAN;ACU�A ARIAS;dylan.acuna@pucp.pe;JR RIO BLANCO 635 - VILLA DEL NORTE - LOS OLIVOS;null;992732985;929586688;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3612;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3612;null;"Yonisters� es una marca de ropa peruana, que cuenta con un equipo de manufactura encargada de confeccionar prendas de alta calidad, enfoc�ndose en los detalles y acabados en cada proceso; para poder brindarle a sus productos de calidad A1.";BLANDOS;HOMBRE;20492767451;7/1/2021;YONISTERS CLOTHING;Abierta
3613;CEPRESVAD;CENTRO PRESTADOR DE SALUD VARGAS DOMINGUEZ E.I.R.L;20605094474;MANUEL;OBERTO;c.mperpetuosocorro@gmail.com;CALLE LEGION PERUANA 170-CERCADO DE LIMA;null;null;null;null;null;null;null;NUEVOS NEGOCIOS;SALUD;20605094474;7/1/2021;CEPRESVAD;temporal
3614;OUTFITNESS;GAPPAREL E.I.R.L.;20604318026;KEVIN;GONZALES;OUTFITNESS.PERU@HOTMAIL.COM;CALLE MARSELLA 267;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3614;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3614;null;Somos OUTFITNESS, una marca peruana creada con el objetivo de darte comodidad a la hora de realizar actividades f�sicas resaltando la belleza natural. Ofrecemos lo ultimo en tendencia deportiva destacando los colores sobrios y la mejor calidad nacional.;BLANDOS;DEPORTES;20604318026;7/1/2021;OUTFITNESS;Abierta
3615;CHALLENGER PERU;CHALLENGER OUTDOORS E.I.R.L.;20607143294;Giancarlo;Breccia;gbreccia84@gmail.com;Santa Teresita 370;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3615;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3615;null;Marca que nace de la pasi�n por el Outdoor, que busca crear y mejorar productos para monta�a y pesca. La constante evoluci�n de ambos deportes nos lleva a reinventarnos constantemente, es ah� donde enfocamos.;BLANDOS;DEPORTES;20607143294;7/1/2021;CHALLENGER PERU;Abierta
3616;VANDAL CREW;VNDL CREW CORPORATION E.I.R.L;20607715760;VNDL CREW CORPORATION E.I.R.L;VNDL;ventasvandalcrewbrand@gmail.com;CALLE A. MORENO, MZ V, LTE 33, URB. VILLA SOL;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3616;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3616;null;Marca de ropa inspirada y dedicada a la Cultura Urbana. TAKE THE STREET, TAKE THE WORLD ???? TOMA LA CALLE, TOMA EL MUNDO ????;BLANDOS;HOMBRE;20607715760;7/5/2021;VANDAL CREW;Abierta
3617;INFINITY BEAUTY;ECA ALVARADO ANA LIZBETH;10453782404;ANA LIZBETH;ECA ALVARADO;infinitybeautyinfo@gmail.com;Jr.Agustin Gamarra 939;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3617;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3617;null;null;BLANDOS;MUJER;10453782404;7/5/2021;INFINITY BEAUTY;Abierta
3618;SASHIJA;SASHIJA GROUP S.A.C.;20608047388;Samir;Jawwad B�horquez;sjawwad@sashija.com;URB. SANTA CRUZ CALLE ROMA N� 160 DPTO 501 INT. T1;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3618;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3618;null;null;NUEVOS NEGOCIOS;OTRAS CATEGORIAS;20608047388;7/5/2021;SASHIJA;Abierta
3619;QAYA HOME;QAYA HOME S.A.C.;20607995711;LUIS;GOMEZ BUSTAMANTE;peruqaya@gmail.com;AV BELEN 154 DPTO 403;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3619;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3619;null;"Somos un equipo de personas que valoramos la calidad y elegancia de las fibras naturales provenientes de la alpaca y desarrollamos productos que brindan confort para un descanso placentero. Nuestro principal objetivo es ofrecer productos de alta calidad a los hogares de todo el mundo; estamos profundamente comprometidos con el cuidado del medio ambiente y nuestro entorno. Nuestro principal insumo es la fibra de alpaca, la fibra natural m�s preciada en el mundo. Nuestras fibras son obtenidas de manera sostenible, que garantizan la conservaci�n y protecci�n de los animales.";NUEVOS NEGOCIOS;OTRAS CATEGORIAS;20607995711;7/5/2021;QAYA HOME;Abierta
3620;SPORT BOX;CORIEX DS S.A.C.;20503464129;Luis;Garcia Soto;lsgs1999@hotmail.com;Av. Arenales 665;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3620;null;https://sportboxperu.com/nosotros;Somos una empresa comprometida con el deporte y la vida saludable, distribuimos equipos de alta gama para deportes de contacto, como Muay Thai, boxeo, Karate, Tae kwondo y MMA. Todos nuestros equipos son de materiales Eco-amigables y cuentan con altos est�ndares de calidad, innovaci�n y tecnolog�a para un entrenamiento �ptimo. Dentro de los beneficios podr�s obtener un entrenamiento seguro en casa y colocar los equipos donde prefieras, gracias al soporte de piso no necesitan ser colgados y puedes transportarlos donde quieras.;BLANDOS;DEPORTES;20503464129;7/5/2021;SPORT BOX;Abierta
3621;YSABEL IMPORTACIONES;TEMOCHE SEVERINO MARIA DELIACIR;10413979931;MARIA;TEMOCHE SEVERINO;atencionalcliente@importacionesysabel.com;AV. SEPARADORA INDUSTRIAL 1081 ATE;null;972733125;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3621;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3621;null;MISION: Somos una empresa peruana, dedicada a satisfacer las necesidades de la familia, llevando a los hogares los mejores productos, y novedades a los mejores precios, procurando el bienestar de nuestros clientes y la prestaci�n del mejor servicio. VISION: Nuestra visi�n es consolidarnos como una empresa l�der en el mercado, brindar trabajo, abrir oportunidades de negocios exitosos y satisfacer las necesidades de los peruanos. Mantener nuestro liderazgo y crecimiento con vocaci�n de servicio llegando a la excelencia en calidad de servicio, para mantener un crecimiento continuo con vocaci�n de permanencia. VALORES: En Ysabel Importaciones practicamos los buenos valores y el trabajo en equipo, el dialogo y la colaboraci�n, parte de nuestros valores son trabajar con honestidad, equidad, lealtad, responsabilidad, eficiencia, y respeto. Estamos enfocados en brindar la mejor atenci�n a nuestros clientes, basados en el dialogo y el compromiso.;NUEVOS NEGOCIOS;OTRAS CATEGORIAS;10413979931;7/5/2021;YSABEL IMPORTACIONES;Abierta
3622;AMARILLO PATITO;ZEGARRA AGUILAR GIANCARLO;10427028971;GIANCARLO;ZEGARRA AGUILAR;ADMINISTRADOR@AMARILLOPATITO.COM;PABLO CARRIQUIRRY 366;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3622;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3622;null;Tienda de beb�s y ni�os, centrada en el detalle, la calidad de nuestros productos y el nivel del servicio.;NUEVOS NEGOCIOS;CONSUMO MASIVO;10427028971;7/5/2021;AMARILLO PATITO;Abierta
3624;MY QUINO S.A.C.;MYQUINO S.A.C.;20600877233;Luis;G�mez Bustamante;luis@myquino.com;AV. SAN MIGUEL NRO 135 URB. SAN MIGUEL;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3624;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3624;null;Somos una distribuidora que acerca emprendimientos de productos naturales y org�nicos a los mercados a nivel nacional e internacional.;NUEVOS NEGOCIOS;SALUD;20600877233;7/5/2021;MY QUINO S.A.C.;Abierta
3625;INDOOR HOME & STYLE;INDOOR HOME & STYLE S.A.C.;20607665185;Francisco;Gomez;fgomez@gpconnections.cl;Calle Juan Tobias Meyer 292;null;51915396394;56944692687;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/3625;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/3625;null;Empresa comercializadora de una gama de productos de primera calidad, nacionales e importados, principal e inicialmente art�culos propios del hogar. Queremos ser reconocidos en el mercado nacional e internacional como representante, comercializador y distribuidor de una gran variedad de productos de alta calidad, somos una empresa moderna, vers�til aliada comercial de nuestros proveedores y la empresa preferida de muestros clientes.;HOGAR;DECOHOGAR;20607665185;7/5/2021;INDOOR HOME & STYLE;Abierta
